id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,cheri_expectation,rationale,sqlite_assessment,verification,source,notes
sqlite-checkin-70abc144ca,2024,expr.c,stack-overflow,sqlite3ExprDeleteNN,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",70abc144ca,,lookaside,BLINDSPOT-candidate,expr.c allocates via the connection allocator,SQLite assessment: 'nuisance' reports. Deep recursion in the expression-tree destructor; SQLite converted recursion to iteration.,arena-inferred-from-file,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/70abc144ca,"SQLite check-in comment, verbatim: ""Avoid unnecessary recursion in sqlite3ExprDeleteNN(). This complicates the code, but it is needed to prevent nuisance 'stack overflow' reports from OSSFuzz while it is running the latest ASAN."""
sqlite-checkin-931bccb0cc,2023,core string/Mem handling (large-string optimization),uninitialized-read,,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",931bccb0cc,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing","MSAN use-of-uninitialized-value. Follow-up to 1a6b3dd1c4 the same day, which SQLite had called 'harmless'.",arena-inferred-from-file,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/931bccb0cc,"SQLite check-in comment, verbatim: ""Do not read past the end of a text buffer looking for a zero terminator, as that space might not be initialized. If the buffer is owned, just set the null terminator. This is a better fix for the OSSFuzz-detected use-of-initialized-value problem."""
fossil:417e777701bbf4bd,2016,parser,stack-overflow,,,,417e777701bbf4bd,,UNKNOWN,UNKNOWN,,Fix an off-by-one error in parser stack overflow detection,unverified,https://sqlite.org/src/info/417e777701bbf4bd,Check-in date 2016-02-17; branch/tags: parser-performance.
sqlite-testing.html-4.1.1-afl,2014-2019,whole library,,,fuzzer-input; American Fuzzy Lop,Only via the fuzzcheck corpus (test/fuzzdata*.db).,,AFL was a standard part of SQLite testing from 3.8.10 (2015-05-07) until superseded in 3.29.0 (2019-07-10),UNKNOWN,UNKNOWN,,"Verbatim: 'AFL proved adept at finding arcane bugs in SQLite. Most of the findings have been assert() statements where the conditional was false under obscure circumstances. But AFL has also found a fair number of crash bugs in SQLite, and even a few cases where SQLite computed incorrect results.'",unverified,https://www.sqlite.org/testing.html,"AGGREGATE entry. Note the distribution SQLite itself reports: MOST fuzzer findings are assert() violations, not memory errors - relevant when estimating what fraction of fuzzer-found SQLite bugs a memory-safety mechanism such as CHERI would have intercepted. Also relevant: section 4.1.6 states that fuzz-hardening and 100% MC/DC coverage are in tension, because MC/DC 'discourages defensive code with unreachable branches'."
fossil:6f4a6e564b49bed1,2025,core,integer-overflow,,,,6f4a6e564b49bed1,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix the same potential integer overflow problem of [5508b56fd24016c1] in a different and much simpler way. No error is raised but memory errors are avoided,arena-inferred-from-file,https://sqlite.org/src/info/6f4a6e564b49bed1,Check-in date 2025-08-05; branch/tags: branch-3.42.
fossil:82ca44b82fed6814,2018,test code,use-after-free,,,,82ca44b82fed6814,,UNKNOWN,UNKNOWN,,Fix a dangling -else problem that was causing recursive CTEs to malfunction. Begin fixing test cases to work with the new EQP output,unverified,https://sqlite.org/src/info/82ca44b82fed6814,"Check-in date 2018-05-02; branch/tags: rework-EQP. Affects test/tool code, not the library."
fossil:130580207ab5cee7,2016,FTS5,heap-oob-read,,,,130580207ab5cee7,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix a fairly obscure buffer overread in fts5,arena-inferred-from-file,https://sqlite.org/src/info/130580207ab5cee7,Check-in date 2016-02-12; branch/tags: trunk.
fossil:767ccb1fa11b3e7b,2014,core,use-after-free,,C-API-misuse,,767ccb1fa11b3e7b,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a potential memory use - after - free problem following an OOM error,arena-inferred-from-file,https://sqlite.org/src/info/767ccb1fa11b3e7b,Check-in date 2014-03-04; branch/tags: trunk.
fossil:6cae81cd1ffb0180,2018,FTS5,uninitialized-read,,corrupt-db-file,,6cae81cd1ffb0180,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,"Avoid an "" uninitialized value read"" problem in fts5 that can occur with a corrupt database",arena-inferred-from-file,https://sqlite.org/src/info/6cae81cd1ffb0180,Check-in date 2018-12-26; branch/tags: trunk.
fossil:4cc09a872f627f4a,2021,FTS3,integer-overflow,,,,4cc09a872f627f4a,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Avoid signed integer overflow when finding snippets in fts3 by using 64-bit integer offsets,arena-inferred-from-file,https://sqlite.org/src/info/4cc09a872f627f4a,Check-in date 2021-04-16; branch/tags: trunk.
fossil:f1dfbc4f7452154c,2022,FTS3,heap-oob-read,,corrupt-db-file,,f1dfbc4f7452154c,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a 1-byte overread in fts3 that could occur when processing corrupt records,arena-inferred-from-file,https://sqlite.org/src/info/f1dfbc4f7452154c,Check-in date 2022-06-03; branch/tags: trunk.
sqlite-checkin-8ac2cdda68,2018,btree.c / record decoder - index read from corrupt DB,integer-overflow,,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",8ac2cdda68,,btree-scratch,BLINDSPOT-spatial-only,balance_nonroot cuts three regions from one block,"Record-header-size > 0x7fffffff -> signed overflow -> 'potential crash' reading an index. Found by OSS-Fuzz fuzzing GDAL, not the sqlite3 project itself, then reported upstream. Also landed as 5d29165896. Test case is in TH3 (proprietary), NOT in the public fuzzcheck corpus.",arena-inferred-from-file,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/8ac2cdda68,"SQLite check-in comment, verbatim: ""Fix a potential crash that can occur while reading an index from a corrupt database file. The corruption is a record-header-size that is larger than 0x7fffffff. Problem detected by OSSFuzz against GDAL and reported to us (with a suggested fix) by an external contributor. The test case is in TH3."""
fossil:c1ae1268b9023a77,2014,STAT4/analyze,heap-oob-read,,,,c1ae1268b9023a77,,UNKNOWN,UNKNOWN,,Fix a buffer overread that might occur in analyze.c if SQLITE_ENABLE_STAT4 was defined,unverified,https://sqlite.org/src/info/c1ae1268b9023a77,Check-in date 2014-12-05; branch/tags: trunk.
fossil:075003930da98419,2015,core,heap-oob-read,,,,075003930da98419,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a one-byte buffer overread that may follow a syntax error while preparing an SQL statement,arena-inferred-from-file,https://sqlite.org/src/info/075003930da98419,Check-in date 2015-05-26; branch/tags: test-using-fuzzcheck.
fossil:87be9580747b405c,2024,core,heap-oob-read,sqlite3_stmt_scanstatus_v2(),,,87be9580747b405c,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a theoretical OOB memory access in sqlite3_stmt_scanstatus_v2(),arena-inferred-from-file,https://sqlite.org/src/info/87be9580747b405c,Check-in date 2024-03-25; branch/tags: trunk.
sqlite-checkin-c422afb507,2019,core (expression/parser objects realloc'ed),use-after-free,,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",c422afb507,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing","'potential use-after-free bug' - a trunk regression caught overnight, never released.",arena-inferred-from-file,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/c422afb507,"SQLite check-in comment, verbatim: ""Overnight, OSSFuzz helpfully pointed out a potential use-after-free bug in yesterdays changes, involving continued use of a pointer after the memory pointed to had been realloc()-ed."""
fossil:c32ddb6a3fe2b8cd,2026,FTS3,stack-overflow,,corrupt-db-file,,c32ddb6a3fe2b8cd,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Avoid excessive recursion and stack overflow in fts3 when processing a corrupt database,arena-inferred-from-file,https://sqlite.org/src/info/c32ddb6a3fe2b8cd,Check-in date 2026-06-03; branch/tags: branch-3.53.
fossil:14ad62b9a54dba5c,2010,printf,uninitialized-read,,,,14ad62b9a54dba5c,,UNKNOWN,UNKNOWN,,Fix an uninitialized variable in printf when compiling with SQLITE_OMIT_FLOATING_POINT,unverified,https://sqlite.org/src/info/14ad62b9a54dba5c,Check-in date 2010-03-04; branch/tags: trunk.
fossil:725808d4c59176f7,2018,core,uninitialized-read,,,,725808d4c59176f7,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix an uninitialized variable in the OP_ParseSchema opcode that comes up only if the schema is corrupt,arena-inferred-from-file,https://sqlite.org/src/info/725808d4c59176f7,Check-in date 2018-09-07; branch/tags: trunk.
fossil:3c46295487f089a8,2026,session extension,heap-oob-read,,C-API-misuse,,3c46295487f089a8,,direct-malloc,CAUGHT-candidate,session allocates via sqlite3_malloc,Fix an OOB read in the sessions module that could occur while processing a corrupt changeset,arena-inferred-from-file,https://sqlite.org/src/info/3c46295487f089a8,Check-in date 2026-01-12; branch/tags: trunk.
fossil:d49047c1b59bbfd0,2019,test code,heap-oob-read,INSTR(),fuzzer-input,,d49047c1b59bbfd0,,UNKNOWN,UNKNOWN,,Fix an OOB read in the INSTR() function introduced yesterday by check-in [3fb40f518086c1e8] and detected by OSSFuzz. The test case is in TH3,unverified,https://sqlite.org/src/info/d49047c1b59bbfd0,"Check-in date 2019-09-18; branch/tags: trunk. Affects test/tool code, not the library."
fossil:7b7d31a6153b1505,2021,FTS3,uninitialized-read,offsets(),corrupt-db-file,,7b7d31a6153b1505,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a case in the fts3 offsets() function where a corrupt database record could lead to dereferencing an uninitialized pointer,arena-inferred-from-file,https://sqlite.org/src/info/7b7d31a6153b1505,Check-in date 2021-10-20; branch/tags: trunk.
sqlite-checkin-a836126bbe,2025,schema / index column limit,heap-oob-read,,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",a836126bbe,,UNKNOWN,UNKNOWN,,An INSUFFICIENT earlier off-by-one fix - the bound was wrong by a factor of two for WITHOUT ROWID tables. Good example of a length/bounds check that was present but wrong.,unverified,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/a836126bbe,"SQLite check-in comment, verbatim: ""The off-by-one fix at [3e627d66ebdef8df] is insufficient. An index can hold twice as many columns as a table, if the table is a WITHOUT ROWID table. The limit should be twice the maximum, not just one more than the maximum. Problem discovered by OSSFuzz."""
fossil:f2a8ae2251561f22,2026,core,heap-overflow-write,sqlite3changegroup_change_blob(),,,f2a8ae2251561f22,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a 32-bit integer overflow in sqlite3changegroup_change_blob() that could lead to a buffer overwrite,arena-inferred-from-file,https://sqlite.org/src/info/f2a8ae2251561f22,Check-in date 2026-05-26; branch/tags: branch-3.53.
sqlite-checkin-3d35fa0be8,2020,query planner / NATURAL JOIN on WITHOUT ROWID table,heap-oob-read,,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",3d35fa0be8,,UNKNOWN,UNKNOWN,,'buffer overread'. Also landed as 807643c596 on a branch the next day.,unverified,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/3d35fa0be8,"SQLite check-in comment, verbatim: ""Fix a buffer overread found by OSSFuzz that could occur if a WITHOUT ROWID table with many columns was NATURAL JOINed against itself."""
fossil:a9faf9033910927c,2019,FTS3,heap-oob-read,,corrupt-db-file,,a9faf9033910927c,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a buffer overread in fts3 that could occur when accessing a corrupt database,arena-inferred-from-file,https://sqlite.org/src/info/a9faf9033910927c,Check-in date 2019-01-28; branch/tags: trunk.
fossil:fcfbee6c7d33a9ae,2016,FTS5,heap-oob-read,,,,fcfbee6c7d33a9ae,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix a buffer overread in fts5,arena-inferred-from-file,https://sqlite.org/src/info/fcfbee6c7d33a9ae,Check-in date 2016-08-13; branch/tags: trunk.
fossil:a3f135c0709b2ed2,2025,zipfile extension,heap-overflow-write,,,,a3f135c0709b2ed2,,direct-malloc,CAUGHT-candidate,zipfile allocates via sqlite3_malloc,Fix a typo in check-in 0819fe670f9ceec7 that lead to incomplete protection against buffer overflow in the zipfile extension,arena-inferred-from-file,https://sqlite.org/src/info/a3f135c0709b2ed2,Check-in date 2025-12-31; branch/tags: branch-3.51.
fossil:ea26bf3cd7fb1116,2026,session extension,heap-oob-read,,,,ea26bf3cd7fb1116,,direct-malloc,CAUGHT-candidate,session allocates via sqlite3_malloc,Avoid a buffer overread in the session module when an UPDATE change is rebased against a baseline that records fewer columns than the UPDATE. Bug 2026-07-05T13:57:01Z,arena-inferred-from-file,https://sqlite.org/src/info/ea26bf3cd7fb1116,Check-in date 2026-07-06; branch/tags: trunk.
fossil:1dbbb0101e8213b9,2019,core,use-after-free,,,,1dbbb0101e8213b9,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing","Fix a problem allowing a Table object to be deleted from within a call to the xDestroy method of the associated virtual table, causing a use - after - free error",arena-inferred-from-file,https://sqlite.org/src/info/1dbbb0101e8213b9,Check-in date 2019-04-30; branch/tags: trunk.
fossil:16472112b6886ada,2019,FTS5,heap-oob-read,,corrupt-db-file,,16472112b6886ada,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix a potential buffer overread in fts5 triggered by a corrupt database record,arena-inferred-from-file,https://sqlite.org/src/info/16472112b6886ada,Check-in date 2019-07-25; branch/tags: trunk.
fossil:6aeece19a235344b,2014,core,uninitialized-read,,,,6aeece19a235344b,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing","Avoid accessing a single uninitialized byte when moving a rare 3-byte cell from an internal page to a leaf. This was not actually causing a problem, just a valgrind warning",arena-inferred-from-file,https://sqlite.org/src/info/6aeece19a235344b,Check-in date 2014-12-06; branch/tags: trunk ... Check-in. Marked harmless/valgrind-level by the developers.
fossil:059203f658273712,2025,test code,uninitialized-read,,,,059203f658273712,,UNKNOWN,UNKNOWN,,Fix an uninitialized variable problem in test1.c,unverified,https://sqlite.org/src/info/059203f658273712,"Check-in date 2025-10-08; branch/tags: trunk. Affects test/tool code, not the library."
fossil:a8093d45e0f59fd5,2025,CLI shell,integer-overflow,,,,a8093d45e0f59fd5,,n/a,N/A-not-heap,not library heap memory,"Avoid integer overflow in memory allocation for the "".import --csv"" command in the CLI",arena-inferred-from-file,https://sqlite.org/src/info/a8093d45e0f59fd5,Check-in date 2025-09-27; branch/tags: trunk.
fossil:734606ea1a42c2e3,2021,FTS5,heap-oob-read,,corrupt-db-file,,734606ea1a42c2e3,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix an OOB read that could occur in fts5 when processing corrupt records,arena-inferred-from-file,https://sqlite.org/src/info/734606ea1a42c2e3,Check-in date 2021-12-06; branch/tags: branch-3.37.
fossil:c9bdf7adb4745cfa,2016,core,integer-overflow,,,,c9bdf7adb4745cfa,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Avoid signed integer overflow when dealing with a LIMIT and OFFSET whose sum exceeds the maximum integer value,arena-inferred-from-file,https://sqlite.org/src/info/c9bdf7adb4745cfa,Check-in date 2016-12-10; branch/tags: trunk.
fossil:2869ed28299b1c9f,2011,core,uninitialized-read,,,,2869ed28299b1c9f,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Avoid using uninitialized variables after failures in the merge sort code,arena-inferred-from-file,https://sqlite.org/src/info/2869ed28299b1c9f,Check-in date 2011-08-31; branch/tags: trunk.
fossil:3d7327fd6af983d5,2009,VDBE,use-after-free,,,,3d7327fd6af983d5,,UNKNOWN,UNKNOWN,,Fix a problem in vdbe.c that could cause a double - free of memory if the SQLITE_LIMIT_LENGTH is changed after a statement is prepared but before it is run. Also remove debugging statements,unverified,https://sqlite.org/src/info/3d7327fd6af983d5,Check-in date 2009-06-17; branch/tags: trunk.
changes:3.8.9-blob,2015,C-language API,integer-overflow,,C-API-misuse,,,3.8.9 (2015-04-08),UNKNOWN,UNKNOWN,,Fix a potential 32-bit integer overflow problem in the sqlite3_blob_read() and sqlite3_blob_write() interfaces.,unverified,https://www.sqlite.org/changes.html,
fossil:fc7a7975b03c144c,2004,VDBE,stack-overflow,,,,fc7a7975b03c144c,,UNKNOWN,UNKNOWN,,Fix a VDBE stack overflow that occurs when the left-hand side of an IN expression is NULL and the result is stored on the stack rather than used to control a jump. Ticket #668,unverified,https://sqlite.org/src/info/fc7a7975b03c144c,Check-in date 2004-03-17; branch/tags: branch-3.53.
fossil:0670d6d6f39c1e1c,2026,btree,stack-overflow,,corrupt-db-file,,0670d6d6f39c1e1c,,UNKNOWN,UNKNOWN,,Prevent a corrupt database from causing a CPU stack overflow in PRAGMA integrity_check. Report the excess btree depth instead. Bug 2026-08-18T10:33:10Z,unverified,https://sqlite.org/src/info/0670d6d6f39c1e1c,Check-in date 2026-08-18; branch/tags: branch-3.53.
dbsqlfuzz-62fdf2bece00d24cac8a4edf2cf562e6eeac779d,2021,skip-scan optimization (where.c),uninitialized-read,,"corrupt-db-file + mutated SQL; dbsqlfuzz, SQLite's own libFuzzer-based structure-aware fuzzer that mutates the database file and the SQL text simultaneously","NO public download. dbsqlfuzz is PROPRIETARY and not distributed; its case ids are SHA-1-style hashes that only the SQLite developers can resolve to an input. Historical dbsqlfuzz cases are folded anonymously into test/fuzzdata*.db in the public SQLite tree and replayed by the 'fuzzcheck' utility on 'make test', but individual cases are not addressable by id.",8b54102a00,,lookaside,BLINDSPOT-candidate,where.c allocates via the connection allocator,,arena-inferred-from-file,https://sqlite.org/src/timeline?s=dbsqlfuzz&n=500&y=ci (fetched; check-in comment quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/8b54102a00,"SQLite check-in comment, verbatim: ""Initialize the key registers in the skip-scan optimization to NULL, in case the query is run on a corrupt database that causes the initialization of the key to be bypassed."" dbsqlfuzz case id: 62fdf2bece00d24cac8a4edf2cf562e6eeac779d."
sqlite-checkin-6db4703f11,2025,core (variable added by check-in d27d34fb746280e7),uninitialized-read,,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",6db4703f11,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Trunk regression found within 24h - illustrates the OSS-Fuzz continuous-regression role SQLite describes on testing.html.,arena-inferred-from-file,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/6db4703f11,"SQLite check-in comment, verbatim: ""Fix an uninitialized variable added yesterday by [d27d34fb746280e7]. This problem was discovered overnight by OSSFuzz."""
fossil:f39a0865d336d4a9,2025,core,uninitialized-read,,,,f39a0865d336d4a9,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a potentially uninitialized field in the WhereLoop object that is used as part of the skip-ahead-distinct optimization. This fixes various recent forum reports from yxchen,arena-inferred-from-file,https://sqlite.org/src/info/f39a0865d336d4a9,Check-in date 2025-07-22; branch/tags: branch-3.50.
fossil:6ac6e4462a08cb2f,2016,VDBE,uninitialized-read,,,,6ac6e4462a08cb2f,,UNKNOWN,UNKNOWN,,Avoid accessing Vdbe.pc if it is uninitialized . Check Vdbe.magic first,unverified,https://sqlite.org/src/info/6ac6e4462a08cb2f,Check-in date 2016-10-01; branch/tags: trunk.
fossil:c1c7e024c34da8eb,2026,session extension,heap-oob-read,,C-API-misuse,,c1c7e024c34da8eb,,direct-malloc,CAUGHT-candidate,session allocates via sqlite3_malloc,Fix a potential 4-byte overread in the sessions module when processing a corrupt changeset,arena-inferred-from-file,https://sqlite.org/src/info/c1c7e024c34da8eb,Check-in date 2026-04-01; branch/tags: trunk.
fossil:8b0cbc18be3c6f25,2025,FTS5,heap-oob-read,,corrupt-db-file,,8b0cbc18be3c6f25,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix a buffer overread in fts5 that might occur while processing a corrupt db,arena-inferred-from-file,https://sqlite.org/src/info/8b0cbc18be3c6f25,Check-in date 2025-11-26; branch/tags: trunk.
fossil:04925dee41a21ffc,2017,core,heap-oob-read,,,,04925dee41a21ffc,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Take extra care to avoid an OOB read caused by a corrupt b-tree page. (Problem reported by an external security researcher.),arena-inferred-from-file,https://sqlite.org/src/info/04925dee41a21ffc,Check-in date 2017-10-19; branch/tags: trunk.
fossil:e3d487162d1596ce,2017,VDBE,uninitialized-read,,fuzzer-input,,e3d487162d1596ce,,UNKNOWN,UNKNOWN,,"Fix an uninitialized variable reference in the text generator for ""PRAGMA vdbe_trace=ON"" output. Problem discovered by OSS-Fuzz",unverified,https://sqlite.org/src/info/e3d487162d1596ce,Check-in date 2017-03-16; branch/tags: trunk.
sqlite-checkin-3299a26160,2017,query planner (translateColumnToCopy),null-deref,translateColumnToCopy,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",3299a26160,,UNKNOWN,UNKNOWN,,Access to an array that was never fully allocated after OOM.,unverified,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/3299a26160,"SQLite check-in comment, verbatim: ""Make sure the translateColumnToCopy() routine in the query planner does not try to access an array that failed to be fully allocated due to a prior OOM. This fixes an issue discovered by OSSFuzz."""
fossil:7849662ef94fa48f,2015,test code,uninitialized-read,,,,7849662ef94fa48f,,UNKNOWN,UNKNOWN,,Fix an uninitialized variable problem in the test code added by the previous commit,unverified,https://sqlite.org/src/info/7849662ef94fa48f,"Check-in date 2015-10-26; branch/tags: btree-fordelete-flag. Affects test/tool code, not the library."
fossil:e9719f975f61c4c9,2021,core,uninitialized-read,,fuzzer-input,,e9719f975f61c4c9,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a harmless uninitialized variable read that occurs after an error associated with a subquery that uses DISTINCT. Found by a fuzzer,arena-inferred-from-file,https://sqlite.org/src/info/e9719f975f61c4c9,Check-in date 2021-07-28; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
changes:3.49.2-notnull,2025,core (NOT NULL optimization),,,plain-SQL,,,3.49.2 (2025-05-07),lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a bug in the NOT NULL optimization of version 3.40.0 (item 3c in the version 3.40.0 change log) that can lead to a memory error if abused.,arena-inferred-from-file,https://www.sqlite.org/changes.html,Memory-error class not stated. Introduced in 3.40.0.
changes:3.10.2-codec,2016,core (codec builds),use-after-free,,,,,3.10.2 (2016-01-20),lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a use-after-free that can occur when SQLite is compiled with -DSQLITE_HAS_CODEC.,arena-inferred-from-file,https://www.sqlite.org/changes.html,Fossil candidate 653ea15ad8e23b33 (2016-01-16) matches.
fossil:4e38f27b55030e90,2018,core,heap-oob-read,sqlite3_deserialize(),,,4e38f27b55030e90,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a buffer overread associated with sqlite3_deserialize(),arena-inferred-from-file,https://sqlite.org/src/info/4e38f27b55030e90,Check-in date 2018-11-13; branch/tags: trunk.
fossil:e098de691002a782,2015,core,heap-oob-read,,,,e098de691002a782,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a (almost always harmless) read past the end of a memory allocation that comes about because the Expr.pTab field is checked on an EXPR_REDUCEDSIZE Expr object before checking the Expr.op field,arena-inferred-from-file,https://sqlite.org/src/info/e098de691002a782,Check-in date 2015-01-27; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
fossil:360c57bbb8bad6cc,2015,FTS5,heap-oob-read,,corrupt-db-file,,360c57bbb8bad6cc,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix some cases in the fts5 code where a corrupt database could cause a buffer overread,arena-inferred-from-file,https://sqlite.org/src/info/360c57bbb8bad6cc,Check-in date 2015-06-26; branch/tags: fts5.
