program,id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
cpython,,2025,Objects/bytearrayobject.c,heap-buffer-overflow-write,bytearray_extend_impl,,regression test added in the fix: Lib/test/test_bytes.py,522563549a49d28e763635c58274a23a6055f041,v3.13.12; v3.14.3,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/522563549a49d28e763635c58274a23a6055f041 | https://github.com/python/cpython/issues/143003,"gh-143003: Fix possible shared buffer overflow in bytearray.extend() (GH-143086) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: Objects/bytearrayobject.c:164  new = PyObject_New(PyByteArrayObject, &PyByteArray_Type); || backported as: e0e255e244dd, 9f91278412e3 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Objects/dictobject.c,crash-unclassified,insertdict,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_dict.py | inline-in-issue https://github.com/python/cpython/issues/140551,02202c117b5702f3325e62b07ccdeaa125fc8722,"3.13,3.14,3.15",type-freelist,blind,read-the-source,https://github.com/python/cpython/commit/02202c117b5702f3325e62b07ccdeaa125fc8722 | https://github.com/python/cpython/issues/140551,"gh-140551: Fix `dict` crash if `clear` is called at `lookup` stage (#140558) || WHY THIS ARENA: _PyFreeList_Push (Include/internal/pycore_freelist.h:53-62) stores the dead object into fl->freelist and returns 1, so the dealloc path reaches neither obmalloc nor libc free; _PyFreeList_Pop hands the identical bytes to the next allocation of that same type. This is a second recycling layer above the obmalloc pool. Qualification: the freelist is capped, and _PyFreeList_Free (pycore_freelist.h:65-72) falls through to dofree (PyObject_Free / PyObject_GC_Del / PyMem_Free) once the cap is reached -- so the object then returns to the obmalloc pool, which still never reaches libc free. || allocation site: PyDictObject -> 'dicts' freelist (Objects/dictobject.c:974,3676) || heap-buffer-overflow in Objects/dictobject.c / insertdict — fix: Fix `dict` crash if `clear` is called at `lookup` stage"
cpython,,2025,Objects/listobject.c,use-after-free,list_richcompare,,regression test added in the fix: Lib/test/list_tests.py; Lib/test/test_list.py,42762bb0989bddca75f0a98ff674ecbaf66d1b2a,v3.10.20; v3.11.15; v3.9.25,type-freelist,blind,read-the-source,https://github.com/python/cpython/commit/42762bb0989bddca75f0a98ff674ecbaf66d1b2a | https://github.com/python/cpython/issues/120384,"[3.9] gh-120384: gh-120298: Fix array-out-of-bounds & use after free `list` (GH-121345) (GH-140834) || WHY THIS ARENA: _PyFreeList_Push (Include/internal/pycore_freelist.h:53-62) stores the dead object into fl->freelist and returns 1, so the dealloc path reaches neither obmalloc nor libc free; _PyFreeList_Pop hands the identical bytes to the next allocation of that same type. This is a second recycling layer above the obmalloc pool. Qualification: the freelist is capped, and _PyFreeList_Free (pycore_freelist.h:65-72) falls through to dofree (PyObject_Free / PyObject_GC_Del / PyMem_Free) once the cap is reached -- so the object then returns to the obmalloc pool, which still never reaches libc free. || allocation site: PyListObject -> 'lists' freelist (Objects/listobject.c:248,573) || backported as: 3eea546ed18d, 0cd888b8d3a4"
cpython,,2025,Objects/memoryobject.c,use-after-free,memory_hash,"re-entrant call back into Python (a dunder/callback) during a C operation, which frees or resizes the object the C code still holds",regression test added in the fix: Lib/test/test_memoryview.py,00e24b80e092e7d36dc189fd260b2a4e730a6e7f,v3.13.12; v3.14.3,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/00e24b80e092e7d36dc189fd260b2a4e730a6e7f | https://github.com/python/cpython/issues/142664,"gh-142664: fix UAF in `memoryview.__hash__` via re-entrant data's `__hash__` (#143217) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: 4fcb1d98198f, cb8b96ed2507 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Objects/memoryobject.c,use-after-free,memoryview_hex_impl,"re-entrant call back into Python (a dunder/callback) during a C operation, which frees or resizes the object the C code still holds",regression test added in the fix: Lib/test/test_bytes.py; Lib/test/test_memoryview.py,9976c2b6349a079ae39931d960b8c147e21c6c3f,v3.13.12; v3.14.3,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/9976c2b6349a079ae39931d960b8c147e21c6c3f | https://github.com/python/cpython/issues/143195,"gh-143195: fix UAF in `{bytearray,memoryview}.hex(sep)` via re-entrant `sep.__len__` (#143209) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: Objects/memoryobject.c:649  PyObject_GC_NewVar(PyMemoryViewObject, &PyMemoryView_Type, 3*ndim); || backported as: 93029e45b713, 8aca2fd87cda || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Objects/methodobject.c,use-after-free,meth_dealloc,,,bd3aa0b9f736164277a5bcd0a54f5f9beddbf11c,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/bd3aa0b9f736164277a5bcd0a54f5f9beddbf11c | https://github.com/python/cpython/issues/126703,"gh-126703: Fix possible use after free in pycfunction freelist (GH-132319) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Objects/setobject.c,refcount-error,set_lookkey,a zero-length or absent value on a path that assumed one existed,,f58a7c717584241467970623384ce61cbd776f29,v3.14.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/f58a7c717584241467970623384ce61cbd776f29 | https://github.com/python/cpython/issues/132657,"gh-132657: avoid locks and refcounting in `frozenset` lookups (#136107) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PySetObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: c05e71f61ec1 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Objects/typeobject.c,refcount-error,releasebuffer_call_python,concurrent access from a second thread in the free-threaded build,regression test added in the fix: Lib/test/test_bool.py; Lib/test/test_builtin.py; Lib/test/test_math.py,67fbfb42bd5dfe861d0c58d9e6c48d8eef033d24,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/67fbfb42bd5dfe861d0c58d9e6c48d8eef033d24 | https://github.com/python/cpython/issues/131586,"gh-131586: Avoid refcount contention in some ""special"" calls (#131588) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: Objects/typeobject.c:2471  PyObject *obj = PyType_GenericAlloc(type, 0); || backported as: da53660f35db || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Objects/unicodeobject.c,use-after-free,_PyUnicode_GetNameCAPI,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_codeccallbacks.py; Lib/test/test_codecs.py,9f69a58623bd01349a18ba0c7a9cb1dad6a51e8e,v3.10.18; v3.11.13; v3.12.11; v3.13.4; v3.14.0; v3.9.23,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/9f69a58623bd01349a18ba0c7a9cb1dad6a51e8e | https://github.com/python/cpython/issues/133767 | https://cveawg.mitre.org/api/cve/CVE-2025-4516,"gh-133767: Fix use-after-free in the unicode-escape decoder with an error handler (GH-129648) || WHY THIS ARENA: first_invalid_escape is a raw const char* into the input bytes object. The error handler builds a replacement bytes object and drops the original, whose storage was obtained by PyObject_Malloc(PyBytesObject_SIZE + size) at Objects/bytesobject.c:121. That block goes back only to pool->freeblock (obmalloc.c:2765-2818), so the stale pointer still addresses live, readable, possibly reallocated pool memory. || allocation site: Objects/bytesobject.c:121  op = (PyBytesObject *)PyObject_Malloc(PyBytesObject_SIZE + size) || use-after-free in Objects/unicodeobject.c / _PyUnicode_GetNameCAPI — fix: Fix use-after-free in the unicode-escape decoder with an error handler || ADVISORY: bytes.decode('unicode_escape', errors='ignore'|'replace') runs an error handler that creates a new bytes object, leaving first_invalid_escape pointing into freed memory (use-after-free). || affected: < 3.9.23; 3.10.0 to < 3.10.18; 3.11.0 to < 3.11.13; 3.12.0 to < 3.12.11; 3.13.0 to < 3.13.4; 3.14.0a1 to < 3.14.0b2 || issue: gh-133767 || backported as: 8d35fd1b3493, ab9893c40609, 73b3040f5924, 4398b788ffc1, 6279eb8c076d, 69b4387f78f4"
cpython,,2025,Python/Python-ast.c,heap-buffer-overflow-write,ast_type_init,malformed or hostile input data,regression test added in the fix: Lib/test/test_ast/test_ast.py | inline-in-issue https://github.com/python/cpython/issues/140471,95953b692db6cbd88139de12d81fb123293ec2d5,v3.13.10; v3.14.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/95953b692db6cbd88139de12d81fb123293ec2d5 | https://github.com/python/cpython/issues/140471,"gh-140471: Fix buffer overflow in AST node initialization with malformed `_fields` (#140506) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || out-of-bounds in Python/Python-ast.c / ast_type_init — fix: Fix buffer overflow in AST node initialization with malformed `_fields` || backported as: 1cc2c954d6b5, 8285bc7ea2a9 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Python/bytecodes.c,refcount-error,dummy_func,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_capi/test_opt.py,a78f43b0015c79ac84b69b16df3956eaba7b3500,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/a78f43b0015c79ac84b69b16df3956eaba7b3500 | https://github.com/python/cpython/issues/134584,"gh-134584: Eliminate redundant refcounting from `_CALL_TUPLE_1` (GH-135860) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Python/bytecodes.c is in the pymalloc domain (1 sites, e.g. Python/bytecodes.c:4779  PyObject *self_o = PyType_GenericAlloc(tp, 0);) || backported as: 798070d8ca4a, c556786b8ba2, e535bdb0a2a9, 054a565c64e4, 548526bbbebd, 54f1ed02990a, d00d39f58e52, a1c630834649, b3f2d8056918, cc48bf0fde80, 25c294b6eafb, 5b5ee3c4bf1a, 1391ee664c8f, 33d94abafd0c, 71a7cb8887cd, 434525398196, 6ee51a36b3df, bef63d2fb81a, 790a46a449bc, 059316ade6d9, abaaeee6a0ab, 872ab5 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Python/bytecodes.c,heap-buffer-overflow-write,dummy_func,,regression test added in the fix: Lib/test/test_capi/test_opt.py | inline-in-issue https://github.com/python/cpython/issues/141861,dc62b622524bf49eb539f444841049fdfbe2681e,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/dc62b622524bf49eb539f444841049fdfbe2681e | https://github.com/python/cpython/issues/141861,"GH-141861: Fix invalid memory read in the ENTER_EXECUTOR (GH-141921) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Python/bytecodes.c is in the pymalloc domain (1 sites, e.g. Python/bytecodes.c:4779  PyObject *self_o = PyType_GenericAlloc(tp, 0);) || heap-buffer-overflow in Python/bytecodes.c / dummy_func — fix: Fix invalid memory read in the ENTER_EXECUTOR || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Python/ceval.c,integer-overflow,_Py_InitializeRecursionLimits,an oversized or overflowing length/size argument,,4162bc133b21ccb06d3589bd69ddb7bb248c58d2,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/4162bc133b21ccb06d3589bd69ddb7bb248c58d2 | https://github.com/python/cpython/issues/130396,"gh-130396: Fix thread sanitizer crashes on stack overflow tests (gh-130966) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyThreadState instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2025,Python/fileutils.c,heap-buffer-overflow-write,_Py_wrealpath,a zero-length or absent value on a path that assumed one existed,,daafacf0053e9c329b0f96447258f628dd0bd6f1,,stack-buffer,caught,read-the-source,https://github.com/python/cpython/commit/daafacf0053e9c329b0f96447258f628dd0bd6f1 | https://github.com/python/cpython/issues/42400,"gh-42400: Fix buffer overflow in _Py_wrealpath() for very long paths (#141529) || WHY THIS ARENA: An automatic (stack) buffer, not heap memory at all. It is created and destroyed by the function prologue/epilogue rather than by any allocator. || allocation site: automatic buffer declared at: char cresolved_path[MAXPATHLEN]"
cpython,,2025,Python/gc_free_threading.c,refcount-error,gc_visit_thread_stacks_mark_alive,,regression test added in the fix: Lib/test/test_free_threading/test_gc.py,8611f74e089d9ac9de84dd42be9d251db27889aa,v3.14.3,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/8611f74e089d9ac9de84dd42be9d251db27889aa | https://github.com/python/cpython/issues/142975,"gh-142975: During GC, mark frozen objects with a merged zero refcount for destruction (GH-143156) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyInterpreterState instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: 8a61b71eeef0 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
